0.514809, 0.516292, 0.505687, 0.545435; 0.563238, 0.599968, 0.574236, 0.593617, 0.608024, 0.598552, 0.584012, 0.436631, 0.451179, 0.451252, 0.437173, 0.435900, 0.434991, 0.452575, 0.459778, 0.450085, 0.473786, 0.476032, 0.485914, 0.497108, 0.507299, 0.468599, 0.467967, 0.463056, 0.460444, 0.458606, 0.461950, 0.460399, 0.461709, 0.457902, 0.462171, 0.473944, 0.478253, 0.474353, 0.475164, 0.470904, 0.472431, 0.476124, 0.476227, 0.481563, 0.478982, 0.487200, 0.494905, 0.495162, 0.493901, 0.491780, 0.492490
0.089432, 0.089432; 0.407932, 0.101684, 0.069958, 0.240603, 0.144474, 0.072707, 0.006278, 0.060137, 0.313272, 0.293538, 0.314654, 0.317772, 0.264939, 0.266548, 0.183310, 0.195889, 0.133521, 0.127335, 0.044946, 0.055814, 0.066808, 0.074487, 0.122757, 0.120066, 0.132796, 0.132879, 0.140946, 0.139276, 0.145608, 0.147874, 0.120659, 0.134724, 0.133523, 0.133341, 0.132391, 0.131277, 0.114499, 0.117976, 0.117867, 0.122550, 0.128191, 0.136064, 0.145065, 0.155798, 0.155555, 0.154095, 0.213202, 0.228503, 0.234562
6.852625, 7.890830, 2.668004, 0.836748, 1.106859, 1.148754, 1.303117, 1.326350, 1.323299, 1.349128, 1.325306, 1.506151, 1.534899, 1.546278, 1.489367, 1.500028, 1.494455, 1.558226, 1.582717, 1.610819, 1.616777, 1.637998, 1.648690, 1.729566; 2.733073, 2.745639, 2.530314, 2.525215, 2.535342, 2.415745, 2.398276, 2.401484, 2.398942, 2.408899, 2.528783, 2.446314, 2.450082, 2.520625, 2.523458, 2.530887, 2.629613, 2.635543, 2.643367, 2.623325, 2.627052, 2.626872, 2.631648, 2.641315, 2.624974, 2.630960, 2.669610
0.293709, 0.233741; 0.229629, 0.096424, 0.113535, 0.074106, 0.044785, 0.051904, 0.023204, 0.041068, 0.086995, 0.093701, 0.086461, 0.087038, 0.093469, 0.344742, 0.344774, 0.367656, 0.351420, 0.408876, 0.405959, 0.410404, 0.413969, 0.412526, 0.415841, 0.412867, 0.409601, 0.399171, 0.406322, 0.404519, 0.401403, 0.399726, 0.401933, 0.399329, 0.398362, 0.404855, 0.404209, 0.355837, 0.351513, 0.360693, 0.355011, 0.353000, 0.351027, 0.359390, 0.348024, 0.346550, 0.359117, 0.356673, 0.348731, 0.342102, 0.346046
3.996254, 1.411601, 1.746994, 2.267785, 1.464843, 1.627082, 1.424771, 1.533262, 1.430232, 1.433300, 1.335076; 0.564928, 0.661517, 0.640234, 0.651776, 0.628658, 0.648463, 0.639108, 0.626394, 0.644319, 0.637797, 0.648158, 0.645018, 1.504093, 1.498635, 1.514534, 1.500161, 1.506478, 1.484786, 1.483637, 1.482252, 1.461350, 1.454480, 1.445026, 1.375376, 1.367549, 1.368940, 1.361011, 1.301444, 1.296286, 1.295317, 1.296286, 1.290806, 1.288853, 1.291301, 1.289997, 1.291066, 1.277528, 1.279072, 1.260465, 1.253466
0.885423, 0.266383; 0.622293, 1.048281, 1.280524, 1.074208, 1.038289, 0.996811, 1.026881, 0.849954, 0.875759, 0.819288, 0.863540, 0.738408, 0.703064, 0.651581, 0.608411, 0.625557, 0.657549, 0.632611, 0.605246, 0.622012, 0.634775, 0.649337, 0.641356, 0.646966, 0.612245, 0.600940, 0.627418, 0.639444, 0.647205, 0.626814, 0.637890, 0.619995, 0.606522, 0.601958, 0.590496, 0.576245, 0.565281, 0.550820, 0.547211, 0.576773, 0.498110, 0.471948, 0.492917, 0.484880, 0.492167, 0.488147, 0.507202, 0.504432, 0.507634
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000; 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.851770, 1.851930, 1.852179, 1.820430, 1.820913, 1.821286, 1.821672, 1.821767, 1.821915, 4.157015, 4.154622, 4.150803, 4.148263, 4.145218, 4.142341, 4.138850, 4.135633, 4.133379
23.025851, 23.025851, 23.025851, 4.063743, 4.226850, 4.381237, 4.902503, 5.279022, 5.266593, 5.296100, 5.340950; 5.293160, 5.339367, 5.383610, 5.426367, 5.466330, 5.496400, 5.512483, 5.577806, 5.609450, 5.628575, 5.360142, 5.412201, 5.460930, 5.479625, 5.502261, 5.545634, 5.585238, 5.585578, 5.659517, 5.677208, 5.694099, 5.711015, 5.555245, 5.560622, 5.576392, 5.591640, 5.597434, 5.612924, 5.618332, 5.631013, 5.617208, 8.673149, 8.693973, 8.705544, 8.729574, 8.747871, 8.765770, 8.783226, 8.800382, 8.816856
0.123224, 0.656699; 0.212468, 0.214762, 0.215599, 0.226401, 0.225025, 0.221980, 0.253217, 0.252557, 0.250301, 0.252390, 0.263401, 0.265942, 0.264303, 0.238170, 0.235780, 0.236737, 0.234255, 0.234089, 0.234619, 0.232861, 0.232001, 0.232628, 0.229642, 0.228562, 0.225582, 0.224168, 0.223680, 0.223334, 0.242434, 0.240002, 0.239032, 0.249982, 0.248944, 0.220259, 0.219003, 0.219660, 0.217757, 0.217539, 0.215616, 0.213524, 0.210102, 0.210508, 0.210352, 0.134436, 0.139281, 0.140068, 0.143483, 0.142924, 0.146921
0.507185, 0.304364, 0.407709, 0.519512, 0.380836, 0.399446, 0.411125; 0.410536, 0.407804, 0.397165, 0.392093, 0.400235, 0.407585, 0.433530, 0.444935, 0.390681, 0.398029, 0.402422, 0.408424, 0.412094, 0.420593, 0.428658, 0.431118, 0.425780, 0.408542, 0.411990, 0.425276, 0.430492, 0.398293, 0.404555, 0.407740, 0.410360, 0.414151, 0.416616, 0.418546, 0.421252, 0.425948, 0.428159, 0.431376, 0.432667, 0.441679, 0.437999, 0.439385, 0.440508, 0.446079, 0.447323, 0.448651, 0.449647, 0.429678, 0.430305, 0.432251
