1.010101, 1.173654, 1.020486; 1.082049, 1.031036, 1.120517, 1.115417, 1.092225, 1.079777, 1.058924, 1.104180, 1.088470, 1.073374, 1.067212, 1.052829, 1.044958, 1.193471, 1.231136, 1.216278, 1.208189, 1.231174, 1.205757, 1.236283, 1.281840, 1.262314, 1.252089, 1.241001, 1.236584, 1.275921, 1.281363, 1.297596, 1.291850, 1.277330, 1.267033, 1.254196, 1.249131, 1.243704, 1.272668, 1.264831, 1.254695, 1.247804, 1.246447, 1.238789, 1.254393, 1.245154, 1.241495, 1.236147, 1.243429, 1.282049, 1.275317
0.813008; 1.108680, 1.115730, 1.139596, 1.173818, 1.129423, 1.076768, 1.257602, 1.228478, 1.693543, 1.674366, 1.620728, 1.549152, 1.529217, 1.508192, 1.484909, 1.464965, 1.506441, 1.480724, 1.555268, 1.516875, 1.495508, 1.497020, 1.591902, 1.646892, 1.631729, 1.588245, 1.623526, 1.616671, 1.601143, 1.585968, 1.582322, 1.579958, 1.571180, 1.537861, 1.525285, 1.519744, 1.510177, 1.500085, 1.481035, 1.468736, 1.461197, 1.445511, 1.439850, 1.439437, 1.420792, 1.417222, 1.545306, 1.574648, 1.565871
0.800000, 1.400000, 1.614682, 2.339669, 2.014555, 2.265134, 2.095538, 2.028083, 1.926519, 1.868063, 1.785438, 1.745185, 1.699982, 1.421082, 1.453407, 1.393788, 1.531853, 1.516531, 1.415993, 1.398579, 1.394149, 1.411250, 1.725518; 1.674095, 1.662775, 1.749144, 1.654098, 1.650128, 1.650059, 1.642878, 1.637426, 1.574587, 1.572454, 2.267090, 1.895554, 1.887736, 1.812494, 1.782643, 1.780137, 2.416676, 2.411518, 2.464261, 2.364517, 2.357199, 2.302790, 2.487487, 2.512462, 2.368309, 2.367231, 2.396861
4.000000; 5.179487, 3.297485, 3.294241, 3.009317, 2.496553, 2.308850, 2.220901, 5.228566, 4.248211, 4.138481, 4.030735, 3.469702, 3.436546, 12.393350, 11.567718, 11.339834, 10.964242, 10.899818, 10.329276, 10.130168, 9.651314, 9.170219, 8.991700, 8.612177, 8.276118, 8.099943, 7.978916, 7.684950, 7.480182, 7.233175, 7.187417, 6.973777, 6.739988, 6.647278, 6.508612, 7.093339, 6.931979, 6.806660, 6.695221, 6.545480, 6.406344, 6.299753, 6.310154, 6.190575, 6.149607, 6.071436, 6.018491, 5.967117, 5.872256
4.000000, 1.212956, 1.932243, 1.329692, 1.398396, 1.563165, 1.393131, 1.437230, 1.285545, 1.351428; 2.275217, 2.455229, 2.297634, 2.349358, 2.234820, 2.252023, 2.124155, 2.135467, 2.148951, 2.048319, 2.053775, 1.969052, 5.058641, 5.020199, 4.878568, 4.817283, 4.675316, 4.623292, 4.564483, 4.421948, 4.369982, 4.266962, 4.213384, 3.616516, 3.581313, 3.507885, 3.489157, 3.597011, 3.580585, 3.521758, 3.491310, 3.490845, 3.420088, 3.395776, 3.337673, 3.313151, 3.288963, 3.246289, 3.248057, 3.218651
0.909091; 0.937020, 1.423059, 1.404479, 1.301865, 1.264339, 1.272079, 1.373221, 1.382952, 1.344059, 1.307043, 1.413256, 1.464214, 1.434779, 1.447415, 1.412492, 1.400513, 1.471144, 1.443975, 1.416734, 1.396254, 1.424619, 1.429204, 1.407692, 1.389966, 1.378623, 1.359063, 1.354826, 1.351456, 1.340341, 1.362840, 1.369471, 1.357406, 1.347907, 1.330977, 1.335233, 1.354238, 1.369602, 1.397785, 1.384083, 1.410360, 1.505639, 1.538871, 1.551073, 1.562915, 1.543217, 1.529441, 1.540863, 1.524454, 1.518777
2.000000, 1.434783, 1.286555, 1.168168, 1.134534, 201.091076, 167.716906, 143.879830, 126.005191, 112.104233, 100.973023, 1.832496, 1.817949, 1.812145, 1.800449, 1.800141, 1.800844; 1.471276, 1.465167, 1.459919, 1.460115, 1.459562, 1.453570, 1.453763, 1.448091, 1.446895, 1.485364, 1.480682, 1.479315, 1.504401, 1.532087, 1.493899, 1.955740, 1.954815, 1.953388, 1.725677, 1.722968, 1.720888, 1.718733, 1.718205, 1.717384, 1.558740, 1.551999, 1.551081, 1.545745, 1.542704, 1.539397, 1.538731, 1.537367, 1.532723
0.869565, 0.929832, 1.286555, 1.173249, 1.140620, 1.744167, 2.923572, 2.681888, 2.466205, 2.337231; 1.943677, 1.875458, 1.819563, 1.773782, 1.733126, 1.682121, 1.645896, 1.676965, 1.648592, 1.662962, 1.646784, 1.670512, 1.691661, 1.657798, 1.634852, 1.654018, 1.668619, 1.610687, 1.695390, 1.673862, 1.652887, 1.633898, 1.585575, 1.563299, 1.547129, 1.531463, 1.517337, 1.504662, 1.492210, 1.476927, 1.466173, 51.431911, 51.496778, 51.481950, 51.795512, 51.786235, 51.777028, 51.764059, 51.755087, 51.726013
0.990099; 50.900901, 34.167350, 25.796338, 20.927193, 17.536518, 15.130328, 13.612364, 12.212420, 11.124541, 10.240874, 9.497164, 8.862545, 8.326728, 8.499958, 8.061132, 7.747138, 7.320063, 7.686345, 7.548311, 7.152731, 6.930605, 6.729850, 6.408570, 6.242943, 6.257074, 5.997358, 5.843930, 5.697026, 5.652051, 5.524353, 5.401137, 5.264374, 5.158280, 5.784551, 5.688417, 5.483618, 5.393400, 5.334685, 5.170282, 5.096425, 5.029956, 4.882417, 4.794821, 7.937107, 7.831800, 7.670606, 7.765868, 7.685964, 7.550068
0.909091, 1.127153, 1.011269, 0.975226, 0.974035, 0.951441; 0.951623, 0.963832, 1.061168, 1.083302, 1.057616, 1.052530, 1.047980, 1.056146, 1.048357, 1.046445, 1.032212, 1.031789, 1.054463, 1.050012, 1.044323, 1.035988, 1.033800, 1.149237, 1.136692, 1.139351, 1.181407, 1.168643, 1.203438, 1.183848, 1.181051, 1.186843, 1.179408, 1.173527, 1.171890, 1.210186, 1.214330, 1.228899, 1.221526, 1.209047, 1.214315, 1.206750, 1.200880, 1.196870, 1.191470, 1.194585, 1.191866, 1.191501, 1.186648, 1.182689
0.980392, 0.941957, 2.304703, 2.109634, 2.159180, 1.895499, 1.865036, 1.776712, 1.718120, 1.641164, 1.389247, 1.374190, 1.364887, 1.261017, 1.777092, 1.770202, 1.500353, 13.790510, 13.734436, 13.752013, 12.392400, 12.399059; 12.404715, 11.314044, 11.305139, 10.409729, 10.414747, 9.683877, 9.694879, 9.083098, 9.071046, 8.639296, 8.644697, 8.623072, 8.156129, 8.146186, 8.195873, 7.781892, 7.771953, 7.729087, 7.642592, 7.617557, 7.249742, 6.963913, 6.943896, 6.874733, 6.626790, 6.606621, 6.566854, 6.364543
0.990099, 1.500000, 3.944020, 3.905259, 1.715565, 1.434197, 1.427615, 1.458463, 1.406505, 1.479085, 1.254855, 1.280311, 1.194485, 1.249394, 1.205065, 1.186115, 1.185984, 1.181320, 1.096009, 1.175853; 1.139640, 1.151072, 1.164872, 1.123292, 1.131177, 1.134522, 1.140447, 1.143148, 1.109528, 1.152172, 1.150830, 1.150164, 1.140022, 1.159256, 1.165352, 1.159536, 1.164508, 1.152989, 1.163920, 1.155916, 1.180713, 1.183389, 1.184669, 1.153257, 1.263589, 1.260629, 1.255258, 1.238314, 1.250555, 1.249011
