0.162876, 0.109044, 0.065442; 0.049311, 0.038442, 0.031492, 0.048049, 0.041445, 0.036451, 0.032524, 0.029362, 0.027634, 0.025461, 0.034440, 0.035701, 0.033315, 0.034463, 0.033879, 0.039766, 0.037655, 0.035977, 0.034531, 0.034169, 0.032716, 0.031605, 0.030385, 0.114071, 0.118284, 0.125125, 0.118848, 0.115667, 0.112523, 0.109958, 0.107186, 0.104499, 0.102230, 0.099857, 0.585006, 0.571640, 0.562163, 0.549894, 0.539915, 0.521887, 0.512245, 0.501765, 0.492014, 0.482634, 0.475951, 0.467197, 0.454286
3.998023; 1.735254, 1.217794, 0.936750, 0.823521, 0.692022, 0.597416, 0.516194, 0.461348, 0.434431, 0.390742, 0.359923, 0.333714, 0.311131, 0.287939, 0.270915, 0.255827, 0.239963, 0.228017, 0.226558, 0.214330, 0.205198, 0.196829, 0.187543, 0.180513, 0.174002, 0.166705, 0.161127, 0.155918, 0.150228, 0.145686, 0.141417, 0.137669, 0.133885, 0.130309, 0.126923, 0.123009, 0.120417, 0.117526, 0.114185, 0.111578, 0.109091, 0.125295, 0.122969, 0.120739, 0.117090, 0.115084, 0.113147, 0.110508, 0.108717
0.000580, 0.130517, 0.080853, 0.370482, 0.304528, 0.247330, 0.231903, 0.201551, 0.181266, 0.265371, 0.263283, 0.244264, 0.228035, 0.202966, 0.191394, 0.173496, 0.169781, 0.178186, 0.163670, 0.157146, 0.150962, 0.140612, 0.135924; 0.136282, 0.131511, 0.127089, 0.120585, 0.116917, 0.159226, 0.154099, 0.149353, 0.146748, 0.153352, 0.150718, 0.149179, 0.145346, 0.144562, 0.141905, 0.139082, 0.135859, 0.132837, 0.129900, 0.126556, 0.129298, 0.126114, 0.123547, 0.121098, 0.118013, 0.118860, 0.116636
0.218273; 0.285838, 0.189992, 0.151858, 0.180188, 0.155858, 0.132407, 0.114805, 0.101648, 0.093578, 0.156796, 0.143842, 0.132842, 0.127222, 0.157365, 0.147428, 0.139134, 0.131278, 0.142919, 0.137028, 0.131981, 0.125593, 0.119823, 0.159255, 0.152633, 0.146350, 0.261307, 0.254834, 0.245002, 0.235969, 0.227695, 0.253018, 0.245175, 0.237322, 0.235247, 0.228007, 0.221214, 0.214954, 0.211009, 0.210123, 0.205536, 0.256278, 0.251846, 0.248408, 0.242404, 0.242407, 0.241423, 0.241398, 0.236094, 0.232603
0.000007, 0.000042, 0.077530, 0.128964, 0.098613, 0.093286, 0.077935, 0.071426; 0.070707, 0.095053, 0.117908, 0.107778, 0.099130, 0.094517, 0.091512, 0.085412, 0.081861, 0.077101, 0.072841, 0.088159, 0.084016, 0.085840, 0.270729, 0.271824, 0.262728, 0.274501, 0.268490, 0.257774, 0.258126, 0.248292, 0.242284, 0.237532, 0.233453, 0.232829, 0.225117, 0.219604, 0.225303, 0.235755, 0.235768, 0.230495, 0.225164, 0.220395, 0.214541, 0.237063, 0.237696, 0.233653, 0.229447, 0.225443, 0.225688, 0.222044
0.000000; 0.000006, 0.003943, 0.002687, 0.002644, 0.002011, 0.001623, 0.001595, 0.001429, 0.001236, 0.001088, 0.001072, 0.001119, 0.004102, 0.007169, 0.006885, 0.006602, 0.006037, 0.005798, 0.005589, 0.902573, 0.871624, 0.842301, 0.807759, 0.782855, 0.759447, 0.718008, 0.717290, 0.697787, 0.664384, 0.647607, 0.631668, 0.616504, 0.592210, 0.578885, 0.566155, 0.543903, 0.571434, 0.560090, 0.591080, 0.580323, 0.569644, 0.550024, 0.540417, 0.531146, 0.513965, 0.505567, 0.497443, 0.482344, 0.474939
0.112777, 0.379513, 0.253011, 0.213762, 0.200447, 0.163091, 0.154503, 0.134984, 0.130294, 0.115152, 0.105230, 0.102172, 0.137464; 0.139971, 0.175562, 0.163874, 0.162370, 0.223417, 0.233358, 0.224229, 0.226544, 0.224557, 0.218057, 0.208179, 0.212974, 0.204441, 0.243707, 0.241380, 0.233556, 0.249620, 0.245322, 0.415869, 0.405954, 0.394970, 0.409167, 0.441508, 0.429451, 0.420839, 0.409715, 0.403836, 0.399139, 0.395994, 0.403347, 0.393672, 0.388925, 0.379864, 0.414874, 0.406022, 0.402864, 0.513014
0.194255, 1.355016, 0.903344, 1.006775, 0.868834; 0.762853, 0.754838, 0.669620, 0.597292, 0.558520, 0.537736, 0.492593, 0.456799, 0.423240, 0.413237, 0.641285, 0.629267, 0.595143, 0.573039, 0.544271, 0.543056, 0.519130, 0.514845, 0.529665, 0.508749, 0.571912, 0.648943, 0.614836, 0.601681, 0.583232, 0.565704, 0.571079, 0.555275, 0.541227, 0.531536, 0.600539, 0.589371, 0.578469, 0.549770, 0.539039, 0.528388, 0.517464, 0.506872, 0.497115, 0.493192, 0.483685, 0.494580, 0.493465, 0.484579, 0.463895
0.000000; 0.000000, 0.000077, 0.003863, 0.043541, 0.035061, 0.029349, 0.027019, 0.030572, 0.030046, 0.028470, 0.025589, 0.037790, 0.034768, 0.039493, 0.037359, 0.034894, 0.033530, 0.067879, 0.063867, 0.062727, 0.059333, 0.056356, 0.054946, 0.052327, 0.050218, 0.049105, 0.047012, 0.045098, 0.044217, 0.078665, 0.075854, 0.074382, 0.071814, 0.113624, 0.151438, 0.148427, 0.144087, 0.144570, 0.141978, 0.140146, 0.136397, 0.134091, 0.130649, 0.127385, 0.125373, 0.122823, 0.119947, 0.118174, 0.115907
0.355373, 0.191801, 0.355447, 0.347604, 0.433333; 0.440530, 0.401016, 0.351803, 0.332063, 0.319753, 0.292135, 0.266721, 0.247425, 0.278771, 0.261387, 0.246684, 0.252867, 0.239637, 0.226364, 0.215829, 0.635312, 0.604873, 0.580846, 0.628267, 0.615477, 0.598429, 0.582267, 0.572618, 0.545993, 0.529733, 0.513802, 0.500927, 0.494291, 0.479406, 0.473038, 0.459597, 0.448168, 0.466907, 0.454755, 0.443991, 0.430106, 0.420450, 0.410564, 0.437290, 0.428743, 0.419788, 0.428951, 0.429268, 0.421467, 0.413050
