0.357143, 0.499081, 0.521068; 0.592188, 0.632795, 0.645537, 0.627111, 0.605550, 0.616545, 0.612055, 0.631253, 0.623968, 0.634770, 0.646055, 0.654785, 0.648822, 0.641537, 0.636857, 0.658737, 0.656536, 0.653513, 0.637230, 0.633937, 0.631118, 0.622841, 0.616039, 0.619183, 0.623338, 0.614251, 0.610110, 0.606831, 0.610443, 0.606055, 0.598605, 0.603709, 0.609348, 0.614723, 0.616777, 0.614401, 0.608797, 0.613941, 0.611084, 0.614313, 0.618259, 0.614150, 0.612186, 0.608658, 0.603355, 0.601946, 0.603886
0.263158; 0.658023, 0.614170, 0.572937, 0.707107, 0.651736, 0.622449, 0.638619, 0.612292, 0.593332, 0.683642, 0.675416, 0.661085, 0.654999, 0.648465, 0.636619, 0.631186, 0.642274, 0.639013, 0.628857, 0.639960, 0.625744, 0.616966, 0.627169, 0.620973, 0.618819, 0.634168, 0.632184, 0.624393, 0.673103, 0.669315, 0.662033, 0.659362, 0.656913, 0.654332, 0.648514, 0.646990, 0.641758, 0.639528, 0.638627, 0.635784, 0.633696, 0.638488, 0.636077, 0.634204, 0.636316, 0.634102, 0.631913, 0.636320, 0.632336
0.869565, 0.593513, 1.111320, 0.970324, 0.927495, 0.883806, 0.897360, 0.861042, 0.856159, 0.844482, 0.832670, 2.442759, 2.317063, 2.222846, 2.115648, 2.632284, 2.490231, 2.411572, 2.310401, 2.213434, 2.176569, 2.090426, 2.033076, 1.994704; 1.953954, 1.917359, 1.878823, 1.859635, 1.812028, 1.766365, 1.741459, 1.695190, 1.657815, 1.647712, 1.607331, 1.570758, 1.536594, 1.526188, 1.495747, 1.485910, 1.493523, 1.473675, 1.470273, 1.480807, 1.561765, 1.545247, 1.533892, 1.512122, 1.487389, 1.434678
0.357143, 0.363757; 0.673634, 0.582679, 0.534227, 0.487631, 0.607552, 0.582945, 0.552812, 0.537264, 0.602741, 0.587543, 0.573934, 0.554334, 0.562077, 0.551827, 0.544214, 0.536464, 0.561736, 0.550091, 0.543826, 0.537702, 0.576211, 0.569530, 0.562230, 0.556445, 0.579187, 0.570012, 0.564839, 0.559481, 0.585736, 0.580972, 0.573624, 0.569820, 0.586712, 0.582479, 0.575228, 0.571545, 0.570643, 0.567148, 0.560995, 0.557784, 0.562308, 0.559153, 0.556087, 0.552994, 0.560990, 0.554310, 0.550912, 0.547649
0.357143, 0.431736, 0.513146, 0.556039, 0.547580, 0.551142, 0.545042, 0.539751; 0.571082, 0.564429, 0.546992, 0.539131, 0.531827, 0.538481, 0.551471, 0.571048, 0.566454, 0.557662, 0.555648, 0.552245, 0.547473, 0.534704, 0.540020, 0.544250, 0.549581, 0.546782, 0.555964, 0.546587, 0.541770, 0.533545, 0.532648, 0.536601, 0.530035, 0.534098, 0.535348, 0.541699, 0.545200, 0.542095, 0.534324, 0.537704, 0.531472, 0.529063, 0.529757, 0.527397, 0.522266, 0.520108, 0.518773, 0.516553, 0.516232, 0.513092
0.285714; 0.527993, 0.492843, 0.463126, 0.476910, 0.466115, 0.470055, 0.495676, 0.497585, 0.497220, 0.485437, 0.523936, 0.520130, 0.512791, 0.520331, 0.520652, 0.518754, 0.525140, 0.525028, 0.524522, 0.530195, 0.529682, 0.529586, 0.533520, 0.528510, 0.523714, 0.523822, 0.520341, 0.516293, 0.517531, 0.518592, 0.518171, 0.515042, 0.516607, 0.516257, 0.516243, 0.517051, 0.513674, 0.510404, 0.520903, 0.518659, 0.518877, 0.521970, 0.519189, 0.516481, 0.519815, 0.517986, 0.514527, 0.514432, 0.515710
0.869565, 0.910973, 0.897170, 0.910973, 4.900696, 4.244199, 3.774834, 3.410911, 3.182091, 2.954685, 2.777902, 2.622191, 2.497991; 2.432249, 2.341652, 2.251854, 2.172652, 2.102269, 2.047372, 1.990241, 1.940746, 1.893655, 1.880750, 1.839184, 1.804983, 1.771437, 1.807380, 1.777919, 1.749950, 1.723865, 1.699613, 1.676853, 1.685585, 1.661283, 1.641373, 1.619752, 1.602059, 1.582633, 1.564269, 1.570127, 1.555120, 1.540844, 1.525051, 1.510004, 1.530430, 1.517716, 1.505696, 1.494123, 1.481031, 1.469496
0.869565, 0.634783, 0.726219, 0.762055, 0.800120; 0.940093, 0.946275, 0.943601, 0.936131, 0.938644, 0.931817, 0.884216, 0.883366, 0.882598, 0.839985, 0.844241, 0.849091, 0.838672, 0.843812, 0.817597, 0.820956, 0.800530, 0.808140, 0.797839, 0.801285, 0.804476, 0.808914, 0.839347, 0.840793, 0.842118, 0.846265, 0.847288, 0.849593, 0.833455, 0.836004, 0.838504, 0.841999, 0.828376, 0.831181, 0.832457, 0.821052, 0.822511, 0.813022, 0.814657, 0.816240, 0.819660, 0.810149, 0.796660, 0.798470, 0.800990
0.357143; 0.767045, 0.710772, 0.784025, 0.769281, 0.735184, 0.701058, 0.689352, 0.671603, 0.664128, 0.674763, 0.658414, 0.645366, 0.636596, 0.634174, 1.007172, 0.980794, 0.951987, 0.933802, 0.914892, 0.898529, 0.883088, 0.868697, 0.856295, 0.844470, 0.835305, 0.824808, 0.815190, 0.797927, 0.789441, 0.788664, 0.781368, 0.774350, 0.768068, 0.762024, 0.756140, 0.750881, 0.746583, 0.741832, 0.737226, 0.737514, 0.733425, 0.735343, 0.729875, 0.723831, 0.722448, 0.719081, 0.720420, 0.717201, 0.712228
0.370370, 1.136933, 0.892837, 0.875144, 0.765012; 0.807242, 0.738669, 0.731568, 0.703201, 0.676458, 0.726136, 0.693471, 0.727674, 0.706092, 0.686695, 0.698120, 0.677947, 0.717006, 0.698864, 0.696470, 0.683308, 0.705461, 0.690870, 0.679859, 0.687576, 0.677972, 0.689366, 0.678334, 0.702977, 0.694100, 0.706838, 0.698599, 0.690713, 0.686942, 0.679753, 0.679106, 0.673518, 0.668273, 0.672780, 0.663557, 0.673695, 0.666489, 0.664348, 0.658896, 0.659865, 0.653464, 0.648803, 0.652919, 0.648209, 0.654477
